Player1,MALE,30,54,50,10,3
Player2,MALE,29,52,45,10,4
Player3,MALE,29,53,48,10,5
Player4,MALE,20,52,50,10,3
Player5,MALE,22,52,50,10,4
Player6,FEMALE,22,49,51,10,4
Player7,FEMALE,30,50,51,10,2
Player8,FEMALE,29,51,51,10,4
Player9,FEMALE,26,48,49,10,5
Player10,MALE,29,51,49,10,2
Player11,FEMALE,25,51,53,10,3
Player12,FEMALE,27,47,50,10,4
Player13,MALE,21,51,50,10,3
Player14,MALE,23,52,50,10,2
Player15,FEMALE,25,48,48,10,3
Player16,FEMALE,27,49,51,10,4
Player17,MALE,23,50,47,10,4
Player18,MALE,25,50,47,10,2
Player19,MALE,22,49,46,10,3
Player20,FEMALE,20,49,51,10,1
Player21,FEMALE,29,49,50,10,2
Player22,FEMALE,22,48,48,10,5
Player23,FEMALE,30,50,51,10,5
Player24,MALE,22,49,49,10,4
Player25,FEMALE,20,46,54,10,2
Player26,MALE,22,50,47,10,2
Player27,MALE,27,51,50,10,4
Player28,MALE,23,52,49,10,3
Player29,FEMALE,28,52,53,10,2
Player30,MALE,30,52,51,10,1
Player31,FEMALE,21,49,52,10,2
Player32,MALE,27,51,47,10,2
Player33,MALE,26,51,47,10,1
Player34,MALE,29,52,49,10,2
Player35,FEMALE,24,49,50,10,2
Player36,FEMALE,26,49,55,10,5
Player37,FEMALE,24,49,51,10,3
Player38,MALE,26,49,47,10,4
Player39,FEMALE,29,49,50,10,3
Player40,FEMALE,24,47,49,10,4
Player41,FEMALE,29,53,54,10,4
Player42,FEMALE,21,51,54,10,2
Player43,MALE,25,51,50,10,5
Player44,MALE,27,49,48,10,2
Player45,FEMALE,28,49,52,10,3
Player46,MALE,22,49,45,10,2
Player47,FEMALE,23,47,51,10,1
Player48,MALE,21,51,50,10,1
Player49,FEMALE,25,47,50,10,4
Player50,FEMALE,29,49,51,10,1
Player51,MALE,28,53,51,10,4
Player52,FEMALE,30,49,56,10,4
Player53,FEMALE,29,48,51,10,4
Player54,FEMALE,25,50,52,10,1
Player55,FEMALE,21,48,51,10,3
Player56,FEMALE,21,50,52,10,2
Player57,FEMALE,25,48,52,10,2
Player58,FEMALE,23,48,51,10,4
Player59,FEMALE,21,50,54,10,3
Player60,FEMALE,28,49,51,10,3
Player61,FEMALE,30,50,52,10,2
Player62,MALE,24,52,47,10,2
Player63,FEMALE,25,46,50,10,1
Player64,FEMALE,24,48,49,10,5
Player65,MALE,20,50,47,10,4
Player66,FEMALE,23,48,50,10,2
Player67,MALE,20,52,51,10,3
Player68,MALE,21,51,48,10,2
Player69,MALE,21,51,48,10,3
Player70,MALE,28,52,51,10,4
Player71,MALE,29,51,49,10,3
Player72,FEMALE,21,50,51,10,5
Player73,FEMALE,20,50,53,10,4
Player74,MALE,25,52,45,10,3
Player75,FEMALE,26,49,51,10,1
Player76,MALE,24,49,47,10,2
Player77,MALE,21,50,50,10,3
Player78,MALE,29,51,47,10,1
Player79,FEMALE,25,48,51,10,2
Player80,FEMALE,28,47,50,10,3
Player81,FEMALE,27,43,55,10,2
Player82,MALE,25,52,49,10,5
Player83,MALE,27,50,46,10,3
Player84,FEMALE,24,51,52,10,2
Player85,FEMALE,20,49,51,10,5
Player86,MALE,27,53,51,10,2
Player87,FEMALE,21,46,49,10,2
Player88,FEMALE,23,46,48,10,2
Player89,FEMALE,25,52,53,10,3
Player90,FEMALE,29,48,48,10,3
Player91,MALE,24,53,51,10,5
Player92,FEMALE,22,44,50,10,1
Player93,MALE,20,50,49,10,2
Player94,FEMALE,22,48,50,10,3
Player95,MALE,28,51,49,10,5
Player96,MALE,27,51,50,10,4
Player97,MALE,20,52,49,10,3
Player98,MALE,23,49,46,10,5
Player99,MALE,25,51,50,10,3
Player100,FEMALE,20,50,52,10,4
Player101,MALE,24,50,48,10,1
Player102,MALE,25,52,50,10,4
Player103,FEMALE,25,47,51,10,3
Player104,MALE,28,54,53,10,5
Player105,FEMALE,25,47,49,10,4
Player106,MALE,27,54,51,10,5
Player107,FEMALE,22,49,51,10,2
Player108,MALE,28,49,45,10,5
Player109,MALE,24,52,49,10,2
Player110,FEMALE,28,50,51,10,3
Player111,FEMALE,20,51,53,10,3
Player112,FEMALE,23,48,50,10,1
Player113,MALE,22,53,46,10,2
Player114,MALE,28,51,51,10,3
Player115,MALE,24,50,50,10,3
Player116,FEMALE,22,46,47,10,4
Player117,FEMALE,29,51,54,10,3
Player118,MALE,22,52,51,10,2
Player119,MALE,26,51,49,10,4
Player120,FEMALE,29,49,53,10,3
Player121,FEMALE,21,49,50,10,4
Player122,MALE,21,50,50,10,3
Player123,MALE,21,48,48,10,2
Player124,FEMALE,20,47,48,10,1
Player125,FEMALE,27,51,53,10,5
Player126,FEMALE,21,52,52,10,3
Player127,MALE,28,52,49,10,3
Player128,MALE,23,50,49,10,4
Player129,FEMALE,22,49,49,10,4
Player130,MALE,29,52,50,10,2
Player131,MALE,29,52,46,10,3
Player132,MALE,29,50,48,10,5
Player133,MALE,29,52,45,10,2
Player134,MALE,22,53,50,10,1
Player135,MALE,24,52,49,10,4
Player136,MALE,24,50,48,10,2
Player137,MALE,22,53,50,10,3
Player138,MALE,23,50,48,10,3
Player139,MALE,26,54,50,10,4
Player140,MALE,21,53,50,10,2
Player141,FEMALE,20,53,55,10,3
Player142,FEMALE,21,47,48,10,1
Player143,MALE,23,50,45,10,2
Player144,MALE,29,49,49,10,3
Player145,FEMALE,23,46,48,10,5
Player146,MALE,24,51,49,10,5
Player147,FEMALE,24,47,52,10,1
Player148,MALE,30,50,50,10,2
Player149,MALE,28,51,46,10,4
Player150,FEMALE,21,46,49,10,3
Player151,MALE,21,50,50,10,3
Player152,MALE,21,49,48,10,3
Player153,FEMALE,20,49,50,10,3
Player154,MALE,29,54,49,10,1
Player155,MALE,25,52,49,10,2
Player156,MALE,23,49,48,10,3
Player157,MALE,20,56,49,10,2
Player158,MALE,28,49,48,10,4
Player159,MALE,21,49,48,10,2
Player160,MALE,25,52,49,10,4
Player161,FEMALE,20,49,52,10,4
Player162,FEMALE,20,47,48,10,1
Player163,FEMALE,25,50,52,10,2
Player164,MALE,30,47,46,10,2
Player165,FEMALE,28,50,52,10,2
Player166,FEMALE,20,47,52,10,4
Player167,MALE,25,49,49,10,2
Player168,FEMALE,23,47,50,10,3
Player169,FEMALE,20,48,51,10,3
Player170,FEMALE,25,49,50,10,3
Player171,FEMALE,27,49,50,10,1
Player172,MALE,29,53,49,10,2
Player173,FEMALE,22,47,51,10,5
Player174,FEMALE,29,47,50,10,2
Player175,MALE,22,50,50,10,2
Player176,MALE,30,50,49,10,3
Player177,MALE,25,52,50,10,2
Player178,MALE,29,50,48,10,2
Player179,FEMALE,26,51,51,10,3
Player180,FEMALE,23,51,52,10,3
Player181,MALE,26,49,48,10,1
Player182,MALE,20,52,52,10,2
Player183,MALE,25,50,50,10,1
Player184,FEMALE,26,50,50,10,5
Player185,FEMALE,23,46,49,10,1
Player186,FEMALE,28,50,51,10,2
Player187,MALE,27,48,47,10,3
Player188,MALE,27,53,51,10,4
Player189,MALE,26,54,53,10,3
Player190,FEMALE,21,49,49,10,4
Player191,FEMALE,24,52,52,10,2
Player192,FEMALE,26,48,52,10,2
Player193,MALE,25,52,50,10,2
Player194,FEMALE,24,51,52,10,2
Player195,FEMALE,22,49,50,10,3
Player196,FEMALE,24,49,51,10,4
Player197,FEMALE,30,50,54,10,5
Player198,MALE,24,53,50,10,3
Player199,MALE,24,51,50,10,2
Player200,MALE,26,50,45,10,4
Player201,FEMALE,28,48,48,10,5
Player202,FEMALE,23,51,51,10,2
Player203,MALE,30,52,48,10,2
Player204,MALE,30,53,53,10,4
Player205,FEMALE,23,48,54,10,2
Player206,MALE,24,51,48,10,3
Player207,MALE,26,50,47,10,4
Player208,MALE,24,54,50,10,3
Player209,FEMALE,30,50,53,10,2
Player210,FEMALE,30,48,54,10,2
Player211,MALE,28,49,46,10,4
Player212,MALE,20,53,52,10,2
Player213,MALE,21,52,48,10,2
Player214,FEMALE,29,43,51,10,3
Player215,MALE,22,51,48,10,3
Player216,FEMALE,28,52,53,10,1
Player217,MALE,22,49,49,10,1
Player218,MALE,22,52,49,10,5
Player219,MALE,23,50,49,10,1
Player220,MALE,21,52,49,10,1
Player221,MALE,20,51,51,10,5
Player222,MALE,28,50,49,10,3
Player223,FEMALE,22,47,49,10,4
Player224,MALE,28,52,49,10,3
Player225,MALE,23,49,47,10,5
Player226,FEMALE,24,48,51,10,3
Player227,MALE,23,51,49,10,2
Player228,FEMALE,22,49,52,10,1
Player229,MALE,23,51,50,10,1
Player230,FEMALE,27,50,51,10,2
Player231,MALE,29,50,47,10,4
Player232,FEMALE,21,48,52,10,4
Player233,FEMALE,25,46,49,10,3
Player234,MALE,23,51,48,10,4
Player235,MALE,25,49,48,10,2
Player236,FEMALE,30,47,49,10,1
Player237,FEMALE,27,49,53,10,3
Player238,FEMALE,24,50,53,10,4
Player239,MALE,25,52,49,10,2
Player240,MALE,21,51,49,10,1
Player241,MALE,27,50,49,10,2
Player242,MALE,26,54,49,10,3
Player243,MALE,23,50,48,10,3
Player244,MALE,27,51,50,10,4
Player245,MALE,22,49,47,10,4
Player246,MALE,23,53,52,10,5
Player247,MALE,26,48,48,10,3
Player248,MALE,23,52,48,10,4
Player249,MALE,28,49,48,10,2
Player250,FEMALE,23,47,48,10,2
Player251,FEMALE,22,49,50,10,4
Player252,FEMALE,23,49,50,10,1
Player253,FEMALE,28,51,51,10,1
Player254,MALE,20,52,48,10,3
Player255,MALE,24,51,49,10,3
Player256,MALE,30,55,49,10,4
Player257,MALE,20,49,47,10,3
Player258,MALE,29,53,50,10,3
Player259,FEMALE,24,49,52,10,4
Player260,FEMALE,20,49,51,10,3
Player261,FEMALE,27,48,52,10,2
Player262,MALE,30,50,49,10,2
Player263,MALE,27,53,53,10,5
Player264,FEMALE,22,50,54,10,2
Player265,FEMALE,30,48,50,10,5
Player266,FEMALE,28,50,51,10,2
Player267,FEMALE,28,48,48,10,4
Player268,MALE,26,52,51,10,3
Player269,MALE,24,50,48,10,2
Player270,MALE,25,51,50,10,3
Player271,MALE,24,48,46,10,3
Player272,FEMALE,24,52,52,10,5
Player273,FEMALE,25,49,50,10,1
Player274,FEMALE,27,47,48,10,1
Player275,MALE,26,50,48,10,3
Player276,MALE,25,49,49,10,3
Player277,MALE,27,54,52,10,3
Player278,FEMALE,25,49,56,10,5
Player279,FEMALE,26,48,49,10,4
Player280,MALE,22,49,49,10,3
Player281,MALE,21,53,50,10,2
Player282,MALE,20,52,49,10,4
Player283,FEMALE,24,48,52,10,1
Player284,FEMALE,29,48,50,10,3
Player285,MALE,29,52,48,10,2
Player286,MALE,28,50,50,10,1
Player287,FEMALE,29,50,52,10,3
Player288,MALE,20,49,49,10,2
Player289,MALE,20,50,49,10,2
Player290,FEMALE,26,50,50,10,4
Player291,MALE,28,50,50,10,1
Player292,MALE,20,51,49,10,2
Player293,MALE,25,51,47,10,3
Player294,MALE,21,51,50,10,2
Player295,MALE,25,50,48,10,4
Player296,MALE,21,53,51,10,1
Player297,FEMALE,27,51,52,10,3
Player298,FEMALE,21,48,51,10,4
Player299,FEMALE,24,48,50,10,2
Player300,MALE,21,48,47,10,4
Player301,FEMALE,30,46,52,10,4
Player302,FEMALE,29,48,50,10,5
Player303,FEMALE,26,50,51,10,2
Player304,FEMALE,25,49,50,10,3
Player305,FEMALE,22,48,51,10,2
Player306,MALE,23,53,45,10,2
Player307,FEMALE,25,49,50,10,3
Player308,MALE,20,48,48,10,1
Player309,MALE,28,54,50,10,2
Player310,MALE,27,50,48,10,1
Player311,MALE,27,50,50,10,4
Player312,FEMALE,20,47,51,10,3
Player313,FEMALE,22,48,50,10,4
Player314,FEMALE,27,48,48,10,3
Player315,FEMALE,30,47,53,10,3
Player316,FEMALE,28,50,50,10,2
Player317,FEMALE,25,45,48,10,4
Player318,MALE,22,51,50,10,4
Player319,MALE,25,53,51,10,2
Player320,MALE,30,52,51,10,3
Player321,MALE,23,51,49,10,5
Player322,FEMALE,28,49,50,10,3
Player323,MALE,24,55,51,10,4
Player324,FEMALE,23,47,52,10,3
Player325,FEMALE,23,49,50,10,1
Player326,MALE,26,53,49,10,2
Player327,FEMALE,28,49,51,10,4
Player328,FEMALE,20,48,51,10,5
Player329,MALE,22,53,51,10,4
Player330,MALE,24,54,47,10,2
Player331,MALE,20,52,48,10,1
Player332,FEMALE,23,51,52,10,4
Player333,MALE,25,50,50,10,4
Player334,MALE,26,56,50,10,4
Player335,FEMALE,29,53,53,10,5
Player336,MALE,22,50,49,10,5
Player337,FEMALE,20,49,50,10,3
Player338,FEMALE,24,50,52,10,2
Player339,FEMALE,23,50,52,10,2
Player340,FEMALE,30,51,52,10,5
Player341,MALE,20,51,46,10,4
Player342,FEMALE,21,50,53,10,3
Player343,MALE,25,50,49,10,1
Player344,MALE,26,52,51,10,4
Player345,MALE,26,53,49,10,2
Player346,MALE,27,52,46,10,4
Player347,FEMALE,21,51,52,10,1
Player348,FEMALE,26,48,50,10,2
Player349,FEMALE,25,47,51,10,2
Player350,MALE,28,52,47,10,5
Player351,FEMALE,22,48,52,10,4
Player352,FEMALE,21,48,52,10,4
Player353,MALE,24,55,52,10,3
Player354,FEMALE,29,46,50,10,3
Player355,FEMALE,30,47,51,10,3
Player356,FEMALE,21,48,52,10,2
Player357,MALE,30,51,49,10,2
Player358,FEMALE,27,48,51,10,5
Player359,FEMALE,26,51,51,10,1
Player360,FEMALE,27,49,50,10,3
Player361,MALE,23,53,49,10,1
Player362,MALE,22,52,47,10,3
Player363,FEMALE,20,47,48,10,3
Player364,FEMALE,24,50,53,10,3
Player365,MALE,30,50,48,10,2
Player366,MALE,21,52,50,10,4
Player367,FEMALE,25,49,50,10,2
Player368,FEMALE,27,49,50,10,2
Player369,MALE,30,49,46,10,3
Player370,MALE,29,50,48,10,1
Player371,FEMALE,21,48,55,10,2
Player372,MALE,27,50,48,10,4
Player373,MALE,29,52,50,10,4
Player374,MALE,29,50,49,10,4
Player375,FEMALE,23,48,50,10,1
Player376,FEMALE,21,46,52,10,3
Player377,FEMALE,24,49,53,10,5
Player378,MALE,20,53,50,10,5
Player379,FEMALE,26,49,53,10,5
Player380,MALE,25,51,49,10,3
Player381,FEMALE,21,50,55,10,4
Player382,MALE,23,51,48,10,2
Player383,MALE,24,49,47,10,2
Player384,MALE,25,50,49,10,5
Player385,FEMALE,21,50,50,10,5
Player386,FEMALE,30,48,51,10,3
Player387,MALE,20,50,49,10,2
Player388,FEMALE,27,51,53,10,4
Player389,FEMALE,29,48,51,10,4
Player390,FEMALE,23,53,55,10,2
Player391,MALE,27,48,46,10,4
Player392,FEMALE,23,47,55,10,4
Player393,FEMALE,24,48,48,10,1
Player394,FEMALE,26,46,51,10,1
Player395,FEMALE,26,49,50,10,4
Player396,MALE,21,55,51,10,5
Player397,MALE,25,51,50,10,4
Player398,MALE,20,52,52,10,2
Player399,FEMALE,26,50,53,10,4
Player400,MALE,26,52,49,10,4
Player401,FEMALE,29,49,55,10,2
Player402,MALE,30,50,47,10,4
Player403,FEMALE,20,50,51,10,1
Player404,FEMALE,20,51,52,10,3
Player405,FEMALE,30,48,50,10,3
Player406,FEMALE,22,47,52,10,4
Player407,FEMALE,25,50,52,10,4
Player408,MALE,28,51,48,10,5
Player409,FEMALE,22,48,49,10,2
Player410,FEMALE,23,45,50,10,1
Player411,FEMALE,28,50,50,10,3
Player412,FEMALE,21,50,52,10,5
Player413,MALE,20,51,46,10,2
Player414,MALE,28,52,50,10,3
Player415,MALE,25,51,50,10,2
Player416,FEMALE,29,48,51,10,3
Player417,MALE,28,50,48,10,3
Player418,MALE,22,54,52,10,1
Player419,FEMALE,26,50,51,10,3
Player420,FEMALE,26,47,51,10,3
Player421,FEMALE,30,48,55,10,2
Player422,FEMALE,30,49,52,10,3
Player423,MALE,20,55,52,10,1
Player424,MALE,24,52,49,10,3
Player425,MALE,27,51,49,10,2
Player426,MALE,29,50,48,10,4
Player427,FEMALE,24,49,50,10,5
Player428,MALE,21,49,48,10,4
Player429,FEMALE,26,48,51,10,2
Player430,MALE,30,52,50,10,3
Player431,FEMALE,20,51,52,10,4
Player432,FEMALE,28,48,54,10,4
Player433,FEMALE,21,47,50,10,3
Player434,FEMALE,28,50,52,10,4
Player435,FEMALE,27,48,50,10,3
Player436,MALE,28,52,51,10,2
Player437,FEMALE,28,49,50,10,3
Player438,MALE,28,52,50,10,3
Player439,MALE,26,50,48,10,4
Player440,MALE,30,50,49,10,2
Player441,MALE,20,51,50,10,5
Player442,FEMALE,24,49,54,10,4
Player443,MALE,25,50,48,10,4
Player444,FEMALE,23,46,54,10,2
Player445,MALE,22,51,47,10,2
Player446,FEMALE,30,48,49,10,3
Player447,MALE,26,51,50,10,3
Player448,MALE,26,50,49,10,4
Player449,MALE,29,53,47,10,4
Player450,MALE,25,49,46,10,1
Player451,MALE,27,52,50,10,3
Player452,MALE,21,49,49,10,4
Player453,FEMALE,21,48,50,10,1
Player454,MALE,30,53,51,10,3
Player455,FEMALE,27,49,52,10,5
Player456,FEMALE,29,48,50,10,5
